Unnamed: 0,STATION,LINENAME,ENTRIES,EXITS,TIMESTAMP,DAY,STATID,HOUR,HOURBIN,ENTRY_DIFF,EXIT_DIFF
157605,GRD CNTRL-42 ST,4567S,2266959,6043984,2019-11-16 00:00:00,SAT,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",,
157606,GRD CNTRL-42 ST,4567S,2266962,6043985,2019-11-16 04:00:00,SAT,GRD CNTRL-42 ST__4567S,4,"(3, 7]",3.0,1.0
157607,GRD CNTRL-42 ST,4567S,2266971,6044043,2019-11-16 08:00:00,SAT,GRD CNTRL-42 ST__4567S,8,"(7, 11]",9.0,58.0
157608,GRD CNTRL-42 ST,4567S,2267042,6044303,2019-11-16 12:00:00,SAT,GRD CNTRL-42 ST__4567S,12,"(11, 15]",71.0,260.0
157609,GRD CNTRL-42 ST,4567S,2267180,6044556,2019-11-16 16:00:00,SAT,GRD CNTRL-42 ST__4567S,16,"(15, 19]",138.0,253.0
157610,GRD CNTRL-42 ST,4567S,2267342,6044911,2019-11-16 20:00:00,SAT,GRD CNTRL-42 ST__4567S,20,"(19, 24]",162.0,355.0
157611,GRD CNTRL-42 ST,4567S,2267418,6044994,2019-11-17 00:00:00,SUN,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",76.0,83.0
157612,GRD CNTRL-42 ST,4567S,2267419,6044994,2019-11-17 04:00:00,SUN,GRD CNTRL-42 ST__4567S,4,"(3, 7]",1.0,0.0
157613,GRD CNTRL-42 ST,4567S,2267426,6045029,2019-11-17 08:00:00,SUN,GRD CNTRL-42 ST__4567S,8,"(7, 11]",7.0,35.0
157614,GRD CNTRL-42 ST,4567S,2267464,6045148,2019-11-17 12:00:00,SUN,GRD CNTRL-42 ST__4567S,12,"(11, 15]",38.0,119.0
157615,GRD CNTRL-42 ST,4567S,2267553,6045395,2019-11-17 16:00:00,SUN,GRD CNTRL-42 ST__4567S,16,"(15, 19]",89.0,247.0
157616,GRD CNTRL-42 ST,4567S,2267664,6045595,2019-11-17 20:00:00,SUN,GRD CNTRL-42 ST__4567S,20,"(19, 24]",111.0,200.0
157617,GRD CNTRL-42 ST,4567S,2267719,6045616,2019-11-18 00:00:00,MON,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",55.0,21.0
157618,GRD CNTRL-42 ST,4567S,2267720,6045617,2019-11-18 04:00:00,MON,GRD CNTRL-42 ST__4567S,4,"(3, 7]",1.0,1.0
157619,GRD CNTRL-42 ST,4567S,2267750,6046109,2019-11-18 08:00:00,MON,GRD CNTRL-42 ST__4567S,8,"(7, 11]",30.0,492.0
157620,GRD CNTRL-42 ST,4567S,2267867,6048013,2019-11-18 12:00:00,MON,GRD CNTRL-42 ST__4567S,12,"(11, 15]",117.0,1904.0
157621,GRD CNTRL-42 ST,4567S,2268200,6048549,2019-11-18 16:00:00,MON,GRD CNTRL-42 ST__4567S,16,"(15, 19]",333.0,536.0
157622,GRD CNTRL-42 ST,4567S,2269320,6049617,2019-11-18 20:00:00,MON,GRD CNTRL-42 ST__4567S,20,"(19, 24]",1120.0,1068.0
157623,GRD CNTRL-42 ST,4567S,2269596,6049760,2019-11-19 00:00:00,TUE,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",276.0,143.0
157624,GRD CNTRL-42 ST,4567S,2269599,6049764,2019-11-19 04:00:00,TUE,GRD CNTRL-42 ST__4567S,4,"(3, 7]",3.0,4.0
157625,GRD CNTRL-42 ST,4567S,2269617,6050290,2019-11-19 08:00:00,TUE,GRD CNTRL-42 ST__4567S,8,"(7, 11]",18.0,526.0
157626,GRD CNTRL-42 ST,4567S,2269757,6052124,2019-11-19 12:00:00,TUE,GRD CNTRL-42 ST__4567S,12,"(11, 15]",140.0,1834.0
157627,GRD CNTRL-42 ST,4567S,2270074,6052648,2019-11-19 16:00:00,TUE,GRD CNTRL-42 ST__4567S,16,"(15, 19]",317.0,524.0
157628,GRD CNTRL-42 ST,4567S,2271027,6053789,2019-11-19 20:00:00,TUE,GRD CNTRL-42 ST__4567S,20,"(19, 24]",953.0,1141.0
157629,GRD CNTRL-42 ST,4567S,2271303,6053955,2019-11-20 00:00:00,WED,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",276.0,166.0
157630,GRD CNTRL-42 ST,4567S,2271305,6053957,2019-11-20 04:00:00,WED,GRD CNTRL-42 ST__4567S,4,"(3, 7]",2.0,2.0
157631,GRD CNTRL-42 ST,4567S,2271323,6054420,2019-11-20 08:00:00,WED,GRD CNTRL-42 ST__4567S,8,"(7, 11]",18.0,463.0
157632,GRD CNTRL-42 ST,4567S,2271423,6056232,2019-11-20 12:00:00,WED,GRD CNTRL-42 ST__4567S,12,"(11, 15]",100.0,1812.0
157633,GRD CNTRL-42 ST,4567S,2271668,6056780,2019-11-20 16:00:00,WED,GRD CNTRL-42 ST__4567S,16,"(15, 19]",245.0,548.0
157634,GRD CNTRL-42 ST,4567S,2272646,6057782,2019-11-20 20:00:00,WED,GRD CNTRL-42 ST__4567S,20,"(19, 24]",978.0,1002.0
157635,GRD CNTRL-42 ST,4567S,2272939,6057928,2019-11-21 00:00:00,THU,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",293.0,146.0
157636,GRD CNTRL-42 ST,4567S,2272941,6057931,2019-11-21 04:00:00,THU,GRD CNTRL-42 ST__4567S,4,"(3, 7]",2.0,3.0
157637,GRD CNTRL-42 ST,4567S,2272963,6058400,2019-11-21 08:00:00,THU,GRD CNTRL-42 ST__4567S,8,"(7, 11]",22.0,469.0
157638,GRD CNTRL-42 ST,4567S,2273076,6060244,2019-11-21 12:00:00,THU,GRD CNTRL-42 ST__4567S,12,"(11, 15]",113.0,1844.0
157639,GRD CNTRL-42 ST,4567S,2273438,6060852,2019-11-21 16:00:00,THU,GRD CNTRL-42 ST__4567S,16,"(15, 19]",362.0,608.0
157640,GRD CNTRL-42 ST,4567S,2274390,6062013,2019-11-21 20:00:00,THU,GRD CNTRL-42 ST__4567S,20,"(19, 24]",952.0,1161.0
157641,GRD CNTRL-42 ST,4567S,2274620,6062192,2019-11-22 00:00:00,FRI,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",230.0,179.0
157642,GRD CNTRL-42 ST,4567S,2274622,6062193,2019-11-22 04:00:00,FRI,GRD CNTRL-42 ST__4567S,4,"(3, 7]",2.0,1.0
157643,GRD CNTRL-42 ST,4567S,2274643,6062607,2019-11-22 08:00:00,FRI,GRD CNTRL-42 ST__4567S,8,"(7, 11]",21.0,414.0
157644,GRD CNTRL-42 ST,4567S,2274758,6064150,2019-11-22 12:00:00,FRI,GRD CNTRL-42 ST__4567S,12,"(11, 15]",115.0,1543.0
157645,GRD CNTRL-42 ST,4567S,2275157,6064771,2019-11-22 16:00:00,FRI,GRD CNTRL-42 ST__4567S,16,"(15, 19]",399.0,621.0
157646,GRD CNTRL-42 ST,4567S,2276024,6065682,2019-11-22 20:00:00,FRI,GRD CNTRL-42 ST__4567S,20,"(19, 24]",867.0,911.0
157647,GRD CNTRL-42 ST,4567S,957518,1927353,2019-11-16 00:00:00,SAT,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",,
157648,GRD CNTRL-42 ST,4567S,957518,1927353,2019-11-16 04:00:00,SAT,GRD CNTRL-42 ST__4567S,4,"(3, 7]",0.0,0.0
157649,GRD CNTRL-42 ST,4567S,957530,1927408,2019-11-16 08:00:00,SAT,GRD CNTRL-42 ST__4567S,8,"(7, 11]",12.0,55.0
157650,GRD CNTRL-42 ST,4567S,957570,1927599,2019-11-16 12:00:00,SAT,GRD CNTRL-42 ST__4567S,12,"(11, 15]",40.0,191.0
157651,GRD CNTRL-42 ST,4567S,957666,1927803,2019-11-16 16:00:00,SAT,GRD CNTRL-42 ST__4567S,16,"(15, 19]",96.0,204.0
157652,GRD CNTRL-42 ST,4567S,957781,1928070,2019-11-16 20:00:00,SAT,GRD CNTRL-42 ST__4567S,20,"(19, 24]",115.0,267.0
157653,GRD CNTRL-42 ST,4567S,957829,1928134,2019-11-17 00:00:00,SUN,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",48.0,64.0
157654,GRD CNTRL-42 ST,4567S,957831,1928138,2019-11-17 04:00:00,SUN,GRD CNTRL-42 ST__4567S,4,"(3, 7]",2.0,4.0
157655,GRD CNTRL-42 ST,4567S,957838,1928174,2019-11-17 08:00:00,SUN,GRD CNTRL-42 ST__4567S,8,"(7, 11]",7.0,36.0
157656,GRD CNTRL-42 ST,4567S,957865,1928279,2019-11-17 12:00:00,SUN,GRD CNTRL-42 ST__4567S,12,"(11, 15]",27.0,105.0
157657,GRD CNTRL-42 ST,4567S,957918,1928527,2019-11-17 16:00:00,SUN,GRD CNTRL-42 ST__4567S,16,"(15, 19]",53.0,248.0
157658,GRD CNTRL-42 ST,4567S,957987,1928726,2019-11-17 20:00:00,SUN,GRD CNTRL-42 ST__4567S,20,"(19, 24]",69.0,199.0
157659,GRD CNTRL-42 ST,4567S,958012,1928754,2019-11-18 00:00:00,MON,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",25.0,28.0
157660,GRD CNTRL-42 ST,4567S,958012,1928756,2019-11-18 04:00:00,MON,GRD CNTRL-42 ST__4567S,4,"(3, 7]",0.0,2.0
157661,GRD CNTRL-42 ST,4567S,958049,1929038,2019-11-18 08:00:00,MON,GRD CNTRL-42 ST__4567S,8,"(7, 11]",37.0,282.0
157662,GRD CNTRL-42 ST,4567S,958181,1930059,2019-11-18 12:00:00,MON,GRD CNTRL-42 ST__4567S,12,"(11, 15]",132.0,1021.0
157663,GRD CNTRL-42 ST,4567S,958407,1930384,2019-11-18 16:00:00,MON,GRD CNTRL-42 ST__4567S,16,"(15, 19]",226.0,325.0
157664,GRD CNTRL-42 ST,4567S,959311,1931147,2019-11-18 20:00:00,MON,GRD CNTRL-42 ST__4567S,20,"(19, 24]",904.0,763.0
157665,GRD CNTRL-42 ST,4567S,959439,1931271,2019-11-19 00:00:00,TUE,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",128.0,124.0
157666,GRD CNTRL-42 ST,4567S,959441,1931274,2019-11-19 04:00:00,TUE,GRD CNTRL-42 ST__4567S,4,"(3, 7]",2.0,3.0
157667,GRD CNTRL-42 ST,4567S,959458,1931575,2019-11-19 08:00:00,TUE,GRD CNTRL-42 ST__4567S,8,"(7, 11]",17.0,301.0
157668,GRD CNTRL-42 ST,4567S,959610,1932519,2019-11-19 12:00:00,TUE,GRD CNTRL-42 ST__4567S,12,"(11, 15]",152.0,944.0
157669,GRD CNTRL-42 ST,4567S,959892,1932851,2019-11-19 16:00:00,TUE,GRD CNTRL-42 ST__4567S,16,"(15, 19]",282.0,332.0
157670,GRD CNTRL-42 ST,4567S,960782,1933494,2019-11-19 20:00:00,TUE,GRD CNTRL-42 ST__4567S,20,"(19, 24]",890.0,643.0
157671,GRD CNTRL-42 ST,4567S,960918,1933662,2019-11-20 00:00:00,WED,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",136.0,168.0
157672,GRD CNTRL-42 ST,4567S,960922,1933662,2019-11-20 04:00:00,WED,GRD CNTRL-42 ST__4567S,4,"(3, 7]",4.0,0.0
157673,GRD CNTRL-42 ST,4567S,960945,1933953,2019-11-20 08:00:00,WED,GRD CNTRL-42 ST__4567S,8,"(7, 11]",23.0,291.0
157674,GRD CNTRL-42 ST,4567S,961086,1935010,2019-11-20 12:00:00,WED,GRD CNTRL-42 ST__4567S,12,"(11, 15]",141.0,1057.0
157675,GRD CNTRL-42 ST,4567S,961344,1935343,2019-11-20 16:00:00,WED,GRD CNTRL-42 ST__4567S,16,"(15, 19]",258.0,333.0
157676,GRD CNTRL-42 ST,4567S,962130,1936020,2019-11-20 20:00:00,WED,GRD CNTRL-42 ST__4567S,20,"(19, 24]",786.0,677.0
157677,GRD CNTRL-42 ST,4567S,962281,1936164,2019-11-21 00:00:00,THU,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",151.0,144.0
157678,GRD CNTRL-42 ST,4567S,962282,1936166,2019-11-21 04:00:00,THU,GRD CNTRL-42 ST__4567S,4,"(3, 7]",1.0,2.0
157679,GRD CNTRL-42 ST,4567S,962302,1936467,2019-11-21 08:00:00,THU,GRD CNTRL-42 ST__4567S,8,"(7, 11]",20.0,301.0
157680,GRD CNTRL-42 ST,4567S,962416,1937468,2019-11-21 12:00:00,THU,GRD CNTRL-42 ST__4567S,12,"(11, 15]",114.0,1001.0
157681,GRD CNTRL-42 ST,4567S,962663,1937858,2019-11-21 16:00:00,THU,GRD CNTRL-42 ST__4567S,16,"(15, 19]",247.0,390.0
157682,GRD CNTRL-42 ST,4567S,963439,1938609,2019-11-21 20:00:00,THU,GRD CNTRL-42 ST__4567S,20,"(19, 24]",776.0,751.0
157683,GRD CNTRL-42 ST,4567S,963600,1938756,2019-11-22 00:00:00,FRI,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",161.0,147.0
157684,GRD CNTRL-42 ST,4567S,963601,1938759,2019-11-22 04:00:00,FRI,GRD CNTRL-42 ST__4567S,4,"(3, 7]",1.0,3.0
157685,GRD CNTRL-42 ST,4567S,963625,1939013,2019-11-22 08:00:00,FRI,GRD CNTRL-42 ST__4567S,8,"(7, 11]",24.0,254.0
157686,GRD CNTRL-42 ST,4567S,963763,1939872,2019-11-22 12:00:00,FRI,GRD CNTRL-42 ST__4567S,12,"(11, 15]",138.0,859.0
157687,GRD CNTRL-42 ST,4567S,964064,1940311,2019-11-22 16:00:00,FRI,GRD CNTRL-42 ST__4567S,16,"(15, 19]",301.0,439.0
157688,GRD CNTRL-42 ST,4567S,964744,1940939,2019-11-22 20:00:00,FRI,GRD CNTRL-42 ST__4567S,20,"(19, 24]",680.0,628.0
157689,GRD CNTRL-42 ST,4567S,10652036,10693837,2019-11-16 00:00:00,SAT,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",,
157690,GRD CNTRL-42 ST,4567S,10652037,10693838,2019-11-16 04:00:00,SAT,GRD CNTRL-42 ST__4567S,4,"(3, 7]",1.0,1.0
157691,GRD CNTRL-42 ST,4567S,10652043,10693867,2019-11-16 08:00:00,SAT,GRD CNTRL-42 ST__4567S,8,"(7, 11]",6.0,29.0
157692,GRD CNTRL-42 ST,4567S,10652076,10694011,2019-11-16 12:00:00,SAT,GRD CNTRL-42 ST__4567S,12,"(11, 15]",33.0,144.0
157693,GRD CNTRL-42 ST,4567S,10652141,10694167,2019-11-16 16:00:00,SAT,GRD CNTRL-42 ST__4567S,16,"(15, 19]",65.0,156.0
157694,GRD CNTRL-42 ST,4567S,10652236,10694406,2019-11-16 20:00:00,SAT,GRD CNTRL-42 ST__4567S,20,"(19, 24]",95.0,239.0
157695,GRD CNTRL-42 ST,4567S,10652252,10694463,2019-11-17 00:00:00,SUN,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",16.0,57.0
157696,GRD CNTRL-42 ST,4567S,10652252,10694465,2019-11-17 04:00:00,SUN,GRD CNTRL-42 ST__4567S,4,"(3, 7]",0.0,2.0
157697,GRD CNTRL-42 ST,4567S,10652257,10694481,2019-11-17 08:00:00,SUN,GRD CNTRL-42 ST__4567S,8,"(7, 11]",5.0,16.0
157698,GRD CNTRL-42 ST,4567S,10652293,10694543,2019-11-17 12:00:00,SUN,GRD CNTRL-42 ST__4567S,12,"(11, 15]",36.0,62.0
157699,GRD CNTRL-42 ST,4567S,10652337,10694737,2019-11-17 16:00:00,SUN,GRD CNTRL-42 ST__4567S,16,"(15, 19]",44.0,194.0
157700,GRD CNTRL-42 ST,4567S,10652385,10694918,2019-11-17 20:00:00,SUN,GRD CNTRL-42 ST__4567S,20,"(19, 24]",48.0,181.0
157701,GRD CNTRL-42 ST,4567S,10652395,10694931,2019-11-18 00:00:00,MON,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",10.0,13.0
157702,GRD CNTRL-42 ST,4567S,10652398,10694933,2019-11-18 04:00:00,MON,GRD CNTRL-42 ST__4567S,4,"(3, 7]",3.0,2.0
157703,GRD CNTRL-42 ST,4567S,10652440,10695182,2019-11-18 08:00:00,MON,GRD CNTRL-42 ST__4567S,8,"(7, 11]",42.0,249.0
157704,GRD CNTRL-42 ST,4567S,10652629,10695867,2019-11-18 12:00:00,MON,GRD CNTRL-42 ST__4567S,12,"(11, 15]",189.0,685.0
157705,GRD CNTRL-42 ST,4567S,10652805,10696123,2019-11-18 16:00:00,MON,GRD CNTRL-42 ST__4567S,16,"(15, 19]",176.0,256.0
157706,GRD CNTRL-42 ST,4567S,10653479,10696659,2019-11-18 20:00:00,MON,GRD CNTRL-42 ST__4567S,20,"(19, 24]",674.0,536.0
157707,GRD CNTRL-42 ST,4567S,10653567,10696788,2019-11-19 00:00:00,TUE,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",88.0,129.0
157708,GRD CNTRL-42 ST,4567S,10653568,10696794,2019-11-19 04:00:00,TUE,GRD CNTRL-42 ST__4567S,4,"(3, 7]",1.0,6.0
157709,GRD CNTRL-42 ST,4567S,10653605,10697018,2019-11-19 08:00:00,TUE,GRD CNTRL-42 ST__4567S,8,"(7, 11]",37.0,224.0
157710,GRD CNTRL-42 ST,4567S,10653815,10697659,2019-11-19 12:00:00,TUE,GRD CNTRL-42 ST__4567S,12,"(11, 15]",210.0,641.0
157711,GRD CNTRL-42 ST,4567S,10654009,10697885,2019-11-19 16:00:00,TUE,GRD CNTRL-42 ST__4567S,16,"(15, 19]",194.0,226.0
157712,GRD CNTRL-42 ST,4567S,10654679,10698442,2019-11-19 20:00:00,TUE,GRD CNTRL-42 ST__4567S,20,"(19, 24]",670.0,557.0
157713,GRD CNTRL-42 ST,4567S,10654744,10698577,2019-11-20 00:00:00,WED,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",65.0,135.0
157714,GRD CNTRL-42 ST,4567S,10654746,10698580,2019-11-20 04:00:00,WED,GRD CNTRL-42 ST__4567S,4,"(3, 7]",2.0,3.0
157715,GRD CNTRL-42 ST,4567S,10654772,10698828,2019-11-20 08:00:00,WED,GRD CNTRL-42 ST__4567S,8,"(7, 11]",26.0,248.0
157716,GRD CNTRL-42 ST,4567S,10654958,10699483,2019-11-20 12:00:00,WED,GRD CNTRL-42 ST__4567S,12,"(11, 15]",186.0,655.0
157717,GRD CNTRL-42 ST,4567S,10655199,10699717,2019-11-20 16:00:00,WED,GRD CNTRL-42 ST__4567S,16,"(15, 19]",241.0,234.0
157718,GRD CNTRL-42 ST,4567S,10655907,10700169,2019-11-20 20:00:00,WED,GRD CNTRL-42 ST__4567S,20,"(19, 24]",708.0,452.0
157719,GRD CNTRL-42 ST,4567S,10656005,10700305,2019-11-21 00:00:00,THU,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",98.0,136.0
157720,GRD CNTRL-42 ST,4567S,10656008,10700308,2019-11-21 04:00:00,THU,GRD CNTRL-42 ST__4567S,4,"(3, 7]",3.0,3.0
157721,GRD CNTRL-42 ST,4567S,10656042,10700555,2019-11-21 08:00:00,THU,GRD CNTRL-42 ST__4567S,8,"(7, 11]",34.0,247.0
157722,GRD CNTRL-42 ST,4567S,10656242,10701178,2019-11-21 12:00:00,THU,GRD CNTRL-42 ST__4567S,12,"(11, 15]",200.0,623.0
157723,GRD CNTRL-42 ST,4567S,10656426,10701487,2019-11-21 16:00:00,THU,GRD CNTRL-42 ST__4567S,16,"(15, 19]",184.0,309.0
157724,GRD CNTRL-42 ST,4567S,10657098,10701989,2019-11-21 20:00:00,THU,GRD CNTRL-42 ST__4567S,20,"(19, 24]",672.0,502.0
157725,GRD CNTRL-42 ST,4567S,10657212,10702149,2019-11-22 00:00:00,FRI,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",114.0,160.0
157726,GRD CNTRL-42 ST,4567S,10657212,10702151,2019-11-22 04:00:00,FRI,GRD CNTRL-42 ST__4567S,4,"(3, 7]",0.0,2.0
157727,GRD CNTRL-42 ST,4567S,10657234,10702353,2019-11-22 08:00:00,FRI,GRD CNTRL-42 ST__4567S,8,"(7, 11]",22.0,202.0
157728,GRD CNTRL-42 ST,4567S,10657376,10702889,2019-11-22 12:00:00,FRI,GRD CNTRL-42 ST__4567S,12,"(11, 15]",142.0,536.0
157729,GRD CNTRL-42 ST,4567S,10657602,10703196,2019-11-22 16:00:00,FRI,GRD CNTRL-42 ST__4567S,16,"(15, 19]",226.0,307.0
157730,GRD CNTRL-42 ST,4567S,10658172,10703658,2019-11-22 20:00:00,FRI,GRD CNTRL-42 ST__4567S,20,"(19, 24]",570.0,462.0
157731,GRD CNTRL-42 ST,4567S,4087220,8435092,2019-11-16 00:00:00,SAT,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",,
157732,GRD CNTRL-42 ST,4567S,4087220,8435092,2019-11-16 04:00:00,SAT,GRD CNTRL-42 ST__4567S,4,"(3, 7]",0.0,0.0
157733,GRD CNTRL-42 ST,4567S,4087228,8435094,2019-11-16 08:00:00,SAT,GRD CNTRL-42 ST__4567S,8,"(7, 11]",8.0,2.0
157734,GRD CNTRL-42 ST,4567S,4087276,8435106,2019-11-16 12:00:00,SAT,GRD CNTRL-42 ST__4567S,12,"(11, 15]",48.0,12.0
157735,GRD CNTRL-42 ST,4567S,4087314,8435118,2019-11-16 16:00:00,SAT,GRD CNTRL-42 ST__4567S,16,"(15, 19]",38.0,12.0
157736,GRD CNTRL-42 ST,4567S,4087380,8435154,2019-11-16 20:00:00,SAT,GRD CNTRL-42 ST__4567S,20,"(19, 24]",66.0,36.0
157737,GRD CNTRL-42 ST,4567S,4087394,8435161,2019-11-17 00:00:00,SUN,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",14.0,7.0
157738,GRD CNTRL-42 ST,4567S,4087394,8435161,2019-11-17 04:00:00,SUN,GRD CNTRL-42 ST__4567S,4,"(3, 7]",0.0,0.0
157739,GRD CNTRL-42 ST,4567S,4087398,8435161,2019-11-17 08:00:00,SUN,GRD CNTRL-42 ST__4567S,8,"(7, 11]",4.0,0.0
157740,GRD CNTRL-42 ST,4567S,4087421,8435164,2019-11-17 12:00:00,SUN,GRD CNTRL-42 ST__4567S,12,"(11, 15]",23.0,3.0
157741,GRD CNTRL-42 ST,4567S,4087445,8435186,2019-11-17 16:00:00,SUN,GRD CNTRL-42 ST__4567S,16,"(15, 19]",24.0,22.0
157742,GRD CNTRL-42 ST,4567S,4087467,8435209,2019-11-17 20:00:00,SUN,GRD CNTRL-42 ST__4567S,20,"(19, 24]",22.0,23.0
157743,GRD CNTRL-42 ST,4567S,4087477,8435212,2019-11-18 00:00:00,MON,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",10.0,3.0
157744,GRD CNTRL-42 ST,4567S,4087477,8435212,2019-11-18 04:00:00,MON,GRD CNTRL-42 ST__4567S,4,"(3, 7]",0.0,0.0
157745,GRD CNTRL-42 ST,4567S,4087511,8435259,2019-11-18 08:00:00,MON,GRD CNTRL-42 ST__4567S,8,"(7, 11]",34.0,47.0
157746,GRD CNTRL-42 ST,4567S,4087715,8435346,2019-11-18 12:00:00,MON,GRD CNTRL-42 ST__4567S,12,"(11, 15]",204.0,87.0
157747,GRD CNTRL-42 ST,4567S,4087790,8435367,2019-11-18 16:00:00,MON,GRD CNTRL-42 ST__4567S,16,"(15, 19]",75.0,21.0
157748,GRD CNTRL-42 ST,4567S,4088006,8435554,2019-11-18 20:00:00,MON,GRD CNTRL-42 ST__4567S,20,"(19, 24]",216.0,187.0
157749,GRD CNTRL-42 ST,4567S,4088035,8435570,2019-11-19 00:00:00,TUE,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",29.0,16.0
157750,GRD CNTRL-42 ST,4567S,4088035,8435570,2019-11-19 04:00:00,TUE,GRD CNTRL-42 ST__4567S,4,"(3, 7]",0.0,0.0
157751,GRD CNTRL-42 ST,4567S,4088069,8435604,2019-11-19 08:00:00,TUE,GRD CNTRL-42 ST__4567S,8,"(7, 11]",34.0,34.0
157752,GRD CNTRL-42 ST,4567S,4088267,8435681,2019-11-19 12:00:00,TUE,GRD CNTRL-42 ST__4567S,12,"(11, 15]",198.0,77.0
157753,GRD CNTRL-42 ST,4567S,4088326,8435714,2019-11-19 16:00:00,TUE,GRD CNTRL-42 ST__4567S,16,"(15, 19]",59.0,33.0
157754,GRD CNTRL-42 ST,4567S,4088529,8435930,2019-11-19 20:00:00,TUE,GRD CNTRL-42 ST__4567S,20,"(19, 24]",203.0,216.0
157755,GRD CNTRL-42 ST,4567S,4088552,8435946,2019-11-20 00:00:00,WED,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",23.0,16.0
157756,GRD CNTRL-42 ST,4567S,4088552,8435946,2019-11-20 04:00:00,WED,GRD CNTRL-42 ST__4567S,4,"(3, 7]",0.0,0.0
157757,GRD CNTRL-42 ST,4567S,4088583,8435984,2019-11-20 08:00:00,WED,GRD CNTRL-42 ST__4567S,8,"(7, 11]",31.0,38.0
157758,GRD CNTRL-42 ST,4567S,4088732,8436060,2019-11-20 12:00:00,WED,GRD CNTRL-42 ST__4567S,12,"(11, 15]",149.0,76.0
157759,GRD CNTRL-42 ST,4567S,4088808,8436093,2019-11-20 16:00:00,WED,GRD CNTRL-42 ST__4567S,16,"(15, 19]",76.0,33.0
157760,GRD CNTRL-42 ST,4567S,4089020,8436258,2019-11-20 20:00:00,WED,GRD CNTRL-42 ST__4567S,20,"(19, 24]",212.0,165.0
157761,GRD CNTRL-42 ST,4567S,4089039,8436277,2019-11-21 00:00:00,THU,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",19.0,19.0
157762,GRD CNTRL-42 ST,4567S,4089040,8436277,2019-11-21 04:00:00,THU,GRD CNTRL-42 ST__4567S,4,"(3, 7]",1.0,0.0
157763,GRD CNTRL-42 ST,4567S,4089068,8436328,2019-11-21 08:00:00,THU,GRD CNTRL-42 ST__4567S,8,"(7, 11]",28.0,51.0
157764,GRD CNTRL-42 ST,4567S,4089236,8436419,2019-11-21 12:00:00,THU,GRD CNTRL-42 ST__4567S,12,"(11, 15]",168.0,91.0
157765,GRD CNTRL-42 ST,4567S,4089297,8436457,2019-11-21 16:00:00,THU,GRD CNTRL-42 ST__4567S,16,"(15, 19]",61.0,38.0
157766,GRD CNTRL-42 ST,4567S,4089514,8436661,2019-11-21 20:00:00,THU,GRD CNTRL-42 ST__4567S,20,"(19, 24]",217.0,204.0
157767,GRD CNTRL-42 ST,4567S,4089533,8436679,2019-11-22 00:00:00,FRI,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",19.0,18.0
157768,GRD CNTRL-42 ST,4567S,4089533,8436679,2019-11-22 04:00:00,FRI,GRD CNTRL-42 ST__4567S,4,"(3, 7]",0.0,0.0
157769,GRD CNTRL-42 ST,4567S,4089562,8436717,2019-11-22 08:00:00,FRI,GRD CNTRL-42 ST__4567S,8,"(7, 11]",29.0,38.0
157770,GRD CNTRL-42 ST,4567S,4089694,8436778,2019-11-22 12:00:00,FRI,GRD CNTRL-42 ST__4567S,12,"(11, 15]",132.0,61.0
157771,GRD CNTRL-42 ST,4567S,4089774,8436838,2019-11-22 16:00:00,FRI,GRD CNTRL-42 ST__4567S,16,"(15, 19]",80.0,60.0
157772,GRD CNTRL-42 ST,4567S,4089973,8436992,2019-11-22 20:00:00,FRI,GRD CNTRL-42 ST__4567S,20,"(19, 24]",199.0,154.0
157773,GRD CNTRL-42 ST,4567S,12458039,13884873,2019-11-16 00:00:00,SAT,GRD CNTRL-42 ST__4567S,0,"(-1, 3]",,
157774,GRD CNTRL-42 ST,4567S,12458039,13884873,2019-11-16 04:00:00,SAT,GRD CNTRL-42 ST__4567S,4,"(3, 7]",0.0,0.0
