Unnamed: 0,STATION,LINENAME,ENTRIES,EXITS,TIMESTAMP,DAY,STATID,HOUR,HOURBIN,ENTRY_DIFF,EXIT_DIFF
159283,GRD CNTRL-42 ST,4567S,15950920,20721461,2019-11-22 19:00:00,FRI,GRD CNTRL-42 ST__4567S,19,"(15, 19]",332.0,1375.0
159284,GRD CNTRL-42 ST,4567S,15951040,20721752,2019-11-22 23:00:00,FRI,GRD CNTRL-42 ST__4567S,23,"(19, 24]",120.0,291.0
159285,GRD CNTRL-42 ST,4567S,120199,520965,2019-11-16 03:00:00,SAT,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",,
159286,GRD CNTRL-42 ST,4567S,120220,521121,2019-11-16 07:00:00,SAT,GRD CNTRL-42 ST__4567S,7,"(3, 7]",21.0,156.0
159287,GRD CNTRL-42 ST,4567S,120316,521647,2019-11-16 11:00:00,SAT,GRD CNTRL-42 ST__4567S,11,"(7, 11]",96.0,526.0
159288,GRD CNTRL-42 ST,4567S,120456,522170,2019-11-16 15:00:00,SAT,GRD CNTRL-42 ST__4567S,15,"(11, 15]",140.0,523.0
159289,GRD CNTRL-42 ST,4567S,120696,522727,2019-11-16 19:00:00,SAT,GRD CNTRL-42 ST__4567S,19,"(15, 19]",240.0,557.0
159290,GRD CNTRL-42 ST,4567S,120847,522947,2019-11-16 23:00:00,SAT,GRD CNTRL-42 ST__4567S,23,"(19, 24]",151.0,220.0
159291,GRD CNTRL-42 ST,4567S,120895,523005,2019-11-17 03:00:00,SUN,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",48.0,58.0
159292,GRD CNTRL-42 ST,4567S,120901,523089,2019-11-17 07:00:00,SUN,GRD CNTRL-42 ST__4567S,7,"(3, 7]",6.0,84.0
159293,GRD CNTRL-42 ST,4567S,121001,523386,2019-11-17 11:00:00,SUN,GRD CNTRL-42 ST__4567S,11,"(7, 11]",100.0,297.0
159294,GRD CNTRL-42 ST,4567S,121131,523788,2019-11-17 15:00:00,SUN,GRD CNTRL-42 ST__4567S,15,"(11, 15]",130.0,402.0
159295,GRD CNTRL-42 ST,4567S,121325,524157,2019-11-17 19:00:00,SUN,GRD CNTRL-42 ST__4567S,19,"(15, 19]",194.0,369.0
159296,GRD CNTRL-42 ST,4567S,121445,524351,2019-11-17 23:00:00,SUN,GRD CNTRL-42 ST__4567S,23,"(19, 24]",120.0,194.0
159297,GRD CNTRL-42 ST,4567S,121468,524391,2019-11-18 03:00:00,MON,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",23.0,40.0
159298,GRD CNTRL-42 ST,4567S,121521,524919,2019-11-18 07:00:00,MON,GRD CNTRL-42 ST__4567S,7,"(3, 7]",53.0,528.0
159299,GRD CNTRL-42 ST,4567S,121688,527668,2019-11-18 11:00:00,MON,GRD CNTRL-42 ST__4567S,11,"(7, 11]",167.0,2749.0
159300,GRD CNTRL-42 ST,4567S,121878,528291,2019-11-18 15:00:00,MON,GRD CNTRL-42 ST__4567S,15,"(11, 15]",190.0,623.0
159301,GRD CNTRL-42 ST,4567S,122292,530019,2019-11-18 19:00:00,MON,GRD CNTRL-42 ST__4567S,19,"(15, 19]",414.0,1728.0
159302,GRD CNTRL-42 ST,4567S,122490,530399,2019-11-18 23:00:00,MON,GRD CNTRL-42 ST__4567S,23,"(19, 24]",198.0,380.0
159303,GRD CNTRL-42 ST,4567S,122555,530448,2019-11-19 03:00:00,TUE,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",65.0,49.0
159304,GRD CNTRL-42 ST,4567S,122592,530982,2019-11-19 07:00:00,TUE,GRD CNTRL-42 ST__4567S,7,"(3, 7]",37.0,534.0
159305,GRD CNTRL-42 ST,4567S,122739,533776,2019-11-19 11:00:00,TUE,GRD CNTRL-42 ST__4567S,11,"(7, 11]",147.0,2794.0
159306,GRD CNTRL-42 ST,4567S,122927,534429,2019-11-19 15:00:00,TUE,GRD CNTRL-42 ST__4567S,15,"(11, 15]",188.0,653.0
159307,GRD CNTRL-42 ST,4567S,123305,536228,2019-11-19 19:00:00,TUE,GRD CNTRL-42 ST__4567S,19,"(15, 19]",378.0,1799.0
159308,GRD CNTRL-42 ST,4567S,123529,536344,2019-11-19 23:00:00,TUE,GRD CNTRL-42 ST__4567S,23,"(19, 24]",224.0,116.0
159309,GRD CNTRL-42 ST,4567S,123585,536357,2019-11-20 03:00:00,WED,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",56.0,13.0
159310,GRD CNTRL-42 ST,4567S,123626,536864,2019-11-20 07:00:00,WED,GRD CNTRL-42 ST__4567S,7,"(3, 7]",41.0,507.0
159311,GRD CNTRL-42 ST,4567S,123813,539616,2019-11-20 11:00:00,WED,GRD CNTRL-42 ST__4567S,11,"(7, 11]",187.0,2752.0
159312,GRD CNTRL-42 ST,4567S,124002,540350,2019-11-20 15:00:00,WED,GRD CNTRL-42 ST__4567S,15,"(11, 15]",189.0,734.0
159313,GRD CNTRL-42 ST,4567S,124395,541897,2019-11-20 19:00:00,WED,GRD CNTRL-42 ST__4567S,19,"(15, 19]",393.0,1547.0
159314,GRD CNTRL-42 ST,4567S,124602,542016,2019-11-20 23:00:00,WED,GRD CNTRL-42 ST__4567S,23,"(19, 24]",207.0,119.0
159315,GRD CNTRL-42 ST,4567S,124663,542034,2019-11-21 03:00:00,THU,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",61.0,18.0
159316,GRD CNTRL-42 ST,4567S,124694,542511,2019-11-21 07:00:00,THU,GRD CNTRL-42 ST__4567S,7,"(3, 7]",31.0,477.0
159317,GRD CNTRL-42 ST,4567S,124857,545200,2019-11-21 11:00:00,THU,GRD CNTRL-42 ST__4567S,11,"(7, 11]",163.0,2689.0
159318,GRD CNTRL-42 ST,4567S,125044,545921,2019-11-21 15:00:00,THU,GRD CNTRL-42 ST__4567S,15,"(11, 15]",187.0,721.0
159319,GRD CNTRL-42 ST,4567S,125451,547678,2019-11-21 19:00:00,THU,GRD CNTRL-42 ST__4567S,19,"(15, 19]",407.0,1757.0
159320,GRD CNTRL-42 ST,4567S,125688,548079,2019-11-21 23:00:00,THU,GRD CNTRL-42 ST__4567S,23,"(19, 24]",237.0,401.0
159321,GRD CNTRL-42 ST,4567S,125769,548139,2019-11-22 03:00:00,FRI,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",81.0,60.0
159322,GRD CNTRL-42 ST,4567S,125802,548607,2019-11-22 07:00:00,FRI,GRD CNTRL-42 ST__4567S,7,"(3, 7]",33.0,468.0
159323,GRD CNTRL-42 ST,4567S,125958,551219,2019-11-22 11:00:00,FRI,GRD CNTRL-42 ST__4567S,11,"(7, 11]",156.0,2612.0
159324,GRD CNTRL-42 ST,4567S,126173,551978,2019-11-22 15:00:00,FRI,GRD CNTRL-42 ST__4567S,15,"(11, 15]",215.0,759.0
159325,GRD CNTRL-42 ST,4567S,126626,553429,2019-11-22 19:00:00,FRI,GRD CNTRL-42 ST__4567S,19,"(15, 19]",453.0,1451.0
159326,GRD CNTRL-42 ST,4567S,126854,553730,2019-11-22 23:00:00,FRI,GRD CNTRL-42 ST__4567S,23,"(19, 24]",228.0,301.0
159327,GRD CNTRL-42 ST,4567S,310,4606,2019-11-16 03:00:00,SAT,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",,
159328,GRD CNTRL-42 ST,4567S,313,4622,2019-11-16 07:00:00,SAT,GRD CNTRL-42 ST__4567S,7,"(3, 7]",3.0,16.0
159329,GRD CNTRL-42 ST,4567S,322,4699,2019-11-16 11:00:00,SAT,GRD CNTRL-42 ST__4567S,11,"(7, 11]",9.0,77.0
159330,GRD CNTRL-42 ST,4567S,349,4849,2019-11-16 15:00:00,SAT,GRD CNTRL-42 ST__4567S,15,"(11, 15]",27.0,150.0
159331,GRD CNTRL-42 ST,4567S,353,5005,2019-11-16 19:00:00,SAT,GRD CNTRL-42 ST__4567S,19,"(15, 19]",4.0,156.0
159332,GRD CNTRL-42 ST,4567S,357,5060,2019-11-16 23:00:00,SAT,GRD CNTRL-42 ST__4567S,23,"(19, 24]",4.0,55.0
159333,GRD CNTRL-42 ST,4567S,360,5070,2019-11-17 03:00:00,SUN,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",3.0,10.0
159334,GRD CNTRL-42 ST,4567S,360,5078,2019-11-17 07:00:00,SUN,GRD CNTRL-42 ST__4567S,7,"(3, 7]",0.0,8.0
159335,GRD CNTRL-42 ST,4567S,365,5130,2019-11-17 11:00:00,SUN,GRD CNTRL-42 ST__4567S,11,"(7, 11]",5.0,52.0
159336,GRD CNTRL-42 ST,4567S,370,5242,2019-11-17 15:00:00,SUN,GRD CNTRL-42 ST__4567S,15,"(11, 15]",5.0,112.0
159337,GRD CNTRL-42 ST,4567S,374,5323,2019-11-17 19:00:00,SUN,GRD CNTRL-42 ST__4567S,19,"(15, 19]",4.0,81.0
159338,GRD CNTRL-42 ST,4567S,375,5344,2019-11-17 23:00:00,SUN,GRD CNTRL-42 ST__4567S,23,"(19, 24]",1.0,21.0
159339,GRD CNTRL-42 ST,4567S,376,5348,2019-11-18 03:00:00,MON,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",1.0,4.0
159340,GRD CNTRL-42 ST,4567S,376,5395,2019-11-18 07:00:00,MON,GRD CNTRL-42 ST__4567S,7,"(3, 7]",0.0,47.0
159341,GRD CNTRL-42 ST,4567S,396,5757,2019-11-18 11:00:00,MON,GRD CNTRL-42 ST__4567S,11,"(7, 11]",20.0,362.0
159342,GRD CNTRL-42 ST,4567S,401,5957,2019-11-18 15:00:00,MON,GRD CNTRL-42 ST__4567S,15,"(11, 15]",5.0,200.0
159343,GRD CNTRL-42 ST,4567S,414,6230,2019-11-18 19:00:00,MON,GRD CNTRL-42 ST__4567S,19,"(15, 19]",13.0,273.0
159344,GRD CNTRL-42 ST,4567S,416,6299,2019-11-18 23:00:00,MON,GRD CNTRL-42 ST__4567S,23,"(19, 24]",2.0,69.0
159345,GRD CNTRL-42 ST,4567S,416,6305,2019-11-19 03:00:00,TUE,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",0.0,6.0
159346,GRD CNTRL-42 ST,4567S,418,6360,2019-11-19 07:00:00,TUE,GRD CNTRL-42 ST__4567S,7,"(3, 7]",2.0,55.0
159347,GRD CNTRL-42 ST,4567S,435,6667,2019-11-19 11:00:00,TUE,GRD CNTRL-42 ST__4567S,11,"(7, 11]",17.0,307.0
159348,GRD CNTRL-42 ST,4567S,438,6866,2019-11-19 15:00:00,TUE,GRD CNTRL-42 ST__4567S,15,"(11, 15]",3.0,199.0
159349,GRD CNTRL-42 ST,4567S,452,7173,2019-11-19 19:00:00,TUE,GRD CNTRL-42 ST__4567S,19,"(15, 19]",14.0,307.0
159350,GRD CNTRL-42 ST,4567S,452,7224,2019-11-19 23:00:00,TUE,GRD CNTRL-42 ST__4567S,23,"(19, 24]",0.0,51.0
159351,GRD CNTRL-42 ST,4567S,453,7224,2019-11-20 03:00:00,WED,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",1.0,0.0
159352,GRD CNTRL-42 ST,4567S,453,7281,2019-11-20 07:00:00,WED,GRD CNTRL-42 ST__4567S,7,"(3, 7]",0.0,57.0
159353,GRD CNTRL-42 ST,4567S,464,7607,2019-11-20 11:00:00,WED,GRD CNTRL-42 ST__4567S,11,"(7, 11]",11.0,326.0
159354,GRD CNTRL-42 ST,4567S,472,7809,2019-11-20 15:00:00,WED,GRD CNTRL-42 ST__4567S,15,"(11, 15]",8.0,202.0
159355,GRD CNTRL-42 ST,4567S,480,8158,2019-11-20 19:00:00,WED,GRD CNTRL-42 ST__4567S,19,"(15, 19]",8.0,349.0
159356,GRD CNTRL-42 ST,4567S,481,8227,2019-11-20 23:00:00,WED,GRD CNTRL-42 ST__4567S,23,"(19, 24]",1.0,69.0
159357,GRD CNTRL-42 ST,4567S,481,8233,2019-11-21 03:00:00,THU,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",0.0,6.0
159358,GRD CNTRL-42 ST,4567S,481,8300,2019-11-21 07:00:00,THU,GRD CNTRL-42 ST__4567S,7,"(3, 7]",0.0,67.0
159359,GRD CNTRL-42 ST,4567S,492,8729,2019-11-21 11:00:00,THU,GRD CNTRL-42 ST__4567S,11,"(7, 11]",11.0,429.0
159360,GRD CNTRL-42 ST,4567S,495,8924,2019-11-21 15:00:00,THU,GRD CNTRL-42 ST__4567S,15,"(11, 15]",3.0,195.0
159361,GRD CNTRL-42 ST,4567S,511,9273,2019-11-21 19:00:00,THU,GRD CNTRL-42 ST__4567S,19,"(15, 19]",16.0,349.0
159362,GRD CNTRL-42 ST,4567S,516,9337,2019-11-21 23:00:00,THU,GRD CNTRL-42 ST__4567S,23,"(19, 24]",5.0,64.0
159363,GRD CNTRL-42 ST,4567S,518,9342,2019-11-22 03:00:00,FRI,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",2.0,5.0
159364,GRD CNTRL-42 ST,4567S,521,9393,2019-11-22 07:00:00,FRI,GRD CNTRL-42 ST__4567S,7,"(3, 7]",3.0,51.0
159365,GRD CNTRL-42 ST,4567S,537,9728,2019-11-22 11:00:00,FRI,GRD CNTRL-42 ST__4567S,11,"(7, 11]",16.0,335.0
159366,GRD CNTRL-42 ST,4567S,545,9947,2019-11-22 15:00:00,FRI,GRD CNTRL-42 ST__4567S,15,"(11, 15]",8.0,219.0
159367,GRD CNTRL-42 ST,4567S,580,10271,2019-11-22 19:00:00,FRI,GRD CNTRL-42 ST__4567S,19,"(15, 19]",35.0,324.0
159368,GRD CNTRL-42 ST,4567S,582,10351,2019-11-22 23:00:00,FRI,GRD CNTRL-42 ST__4567S,23,"(19, 24]",2.0,80.0
159369,GRD CNTRL-42 ST,4567S,312,7212,2019-11-16 03:00:00,SAT,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",,
159370,GRD CNTRL-42 ST,4567S,313,7230,2019-11-16 07:00:00,SAT,GRD CNTRL-42 ST__4567S,7,"(3, 7]",1.0,18.0
159371,GRD CNTRL-42 ST,4567S,319,7362,2019-11-16 11:00:00,SAT,GRD CNTRL-42 ST__4567S,11,"(7, 11]",6.0,132.0
159372,GRD CNTRL-42 ST,4567S,333,7580,2019-11-16 15:00:00,SAT,GRD CNTRL-42 ST__4567S,15,"(11, 15]",14.0,218.0
159373,GRD CNTRL-42 ST,4567S,343,7779,2019-11-16 19:00:00,SAT,GRD CNTRL-42 ST__4567S,19,"(15, 19]",10.0,199.0
159374,GRD CNTRL-42 ST,4567S,345,7886,2019-11-16 23:00:00,SAT,GRD CNTRL-42 ST__4567S,23,"(19, 24]",2.0,107.0
159375,GRD CNTRL-42 ST,4567S,346,7909,2019-11-17 03:00:00,SUN,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",1.0,23.0
159376,GRD CNTRL-42 ST,4567S,346,7923,2019-11-17 07:00:00,SUN,GRD CNTRL-42 ST__4567S,7,"(3, 7]",0.0,14.0
159377,GRD CNTRL-42 ST,4567S,349,7987,2019-11-17 11:00:00,SUN,GRD CNTRL-42 ST__4567S,11,"(7, 11]",3.0,64.0
159378,GRD CNTRL-42 ST,4567S,354,8154,2019-11-17 15:00:00,SUN,GRD CNTRL-42 ST__4567S,15,"(11, 15]",5.0,167.0
159379,GRD CNTRL-42 ST,4567S,366,8292,2019-11-17 19:00:00,SUN,GRD CNTRL-42 ST__4567S,19,"(15, 19]",12.0,138.0
159380,GRD CNTRL-42 ST,4567S,368,8343,2019-11-17 23:00:00,SUN,GRD CNTRL-42 ST__4567S,23,"(19, 24]",2.0,51.0
159381,GRD CNTRL-42 ST,4567S,369,8350,2019-11-18 03:00:00,MON,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",1.0,7.0
159382,GRD CNTRL-42 ST,4567S,369,8394,2019-11-18 07:00:00,MON,GRD CNTRL-42 ST__4567S,7,"(3, 7]",0.0,44.0
159383,GRD CNTRL-42 ST,4567S,383,8876,2019-11-18 11:00:00,MON,GRD CNTRL-42 ST__4567S,11,"(7, 11]",14.0,482.0
159384,GRD CNTRL-42 ST,4567S,385,9103,2019-11-18 15:00:00,MON,GRD CNTRL-42 ST__4567S,15,"(11, 15]",2.0,227.0
159385,GRD CNTRL-42 ST,4567S,396,9538,2019-11-18 19:00:00,MON,GRD CNTRL-42 ST__4567S,19,"(15, 19]",11.0,435.0
159386,GRD CNTRL-42 ST,4567S,402,9642,2019-11-18 23:00:00,MON,GRD CNTRL-42 ST__4567S,23,"(19, 24]",6.0,104.0
159387,GRD CNTRL-42 ST,4567S,404,9665,2019-11-19 03:00:00,TUE,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",2.0,23.0
159388,GRD CNTRL-42 ST,4567S,404,9735,2019-11-19 07:00:00,TUE,GRD CNTRL-42 ST__4567S,7,"(3, 7]",0.0,70.0
159389,GRD CNTRL-42 ST,4567S,415,10123,2019-11-19 11:00:00,TUE,GRD CNTRL-42 ST__4567S,11,"(7, 11]",11.0,388.0
159390,GRD CNTRL-42 ST,4567S,421,10390,2019-11-19 15:00:00,TUE,GRD CNTRL-42 ST__4567S,15,"(11, 15]",6.0,267.0
159391,GRD CNTRL-42 ST,4567S,431,10832,2019-11-19 19:00:00,TUE,GRD CNTRL-42 ST__4567S,19,"(15, 19]",10.0,442.0
159392,GRD CNTRL-42 ST,4567S,433,10949,2019-11-19 23:00:00,TUE,GRD CNTRL-42 ST__4567S,23,"(19, 24]",2.0,117.0
159393,GRD CNTRL-42 ST,4567S,435,10955,2019-11-20 03:00:00,WED,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",2.0,6.0
159394,GRD CNTRL-42 ST,4567S,436,11014,2019-11-20 07:00:00,WED,GRD CNTRL-42 ST__4567S,7,"(3, 7]",1.0,59.0
159395,GRD CNTRL-42 ST,4567S,445,11446,2019-11-20 11:00:00,WED,GRD CNTRL-42 ST__4567S,11,"(7, 11]",9.0,432.0
159396,GRD CNTRL-42 ST,4567S,450,11714,2019-11-20 15:00:00,WED,GRD CNTRL-42 ST__4567S,15,"(11, 15]",5.0,268.0
159397,GRD CNTRL-42 ST,4567S,463,12174,2019-11-20 19:00:00,WED,GRD CNTRL-42 ST__4567S,19,"(15, 19]",13.0,460.0
159398,GRD CNTRL-42 ST,4567S,469,12301,2019-11-20 23:00:00,WED,GRD CNTRL-42 ST__4567S,23,"(19, 24]",6.0,127.0
159399,GRD CNTRL-42 ST,4567S,470,12306,2019-11-21 03:00:00,THU,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",1.0,5.0
159400,GRD CNTRL-42 ST,4567S,470,12371,2019-11-21 07:00:00,THU,GRD CNTRL-42 ST__4567S,7,"(3, 7]",0.0,65.0
159401,GRD CNTRL-42 ST,4567S,482,12906,2019-11-21 11:00:00,THU,GRD CNTRL-42 ST__4567S,11,"(7, 11]",12.0,535.0
159402,GRD CNTRL-42 ST,4567S,487,13221,2019-11-21 15:00:00,THU,GRD CNTRL-42 ST__4567S,15,"(11, 15]",5.0,315.0
159403,GRD CNTRL-42 ST,4567S,499,13709,2019-11-21 19:00:00,THU,GRD CNTRL-42 ST__4567S,19,"(15, 19]",12.0,488.0
159404,GRD CNTRL-42 ST,4567S,504,13810,2019-11-21 23:00:00,THU,GRD CNTRL-42 ST__4567S,23,"(19, 24]",5.0,101.0
159405,GRD CNTRL-42 ST,4567S,504,13821,2019-11-22 03:00:00,FRI,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",0.0,11.0
159406,GRD CNTRL-42 ST,4567S,504,13902,2019-11-22 07:00:00,FRI,GRD CNTRL-42 ST__4567S,7,"(3, 7]",0.0,81.0
159407,GRD CNTRL-42 ST,4567S,508,14309,2019-11-22 11:00:00,FRI,GRD CNTRL-42 ST__4567S,11,"(7, 11]",4.0,407.0
159408,GRD CNTRL-42 ST,4567S,518,14626,2019-11-22 15:00:00,FRI,GRD CNTRL-42 ST__4567S,15,"(11, 15]",10.0,317.0
159409,GRD CNTRL-42 ST,4567S,540,15054,2019-11-22 19:00:00,FRI,GRD CNTRL-42 ST__4567S,19,"(15, 19]",22.0,428.0
159410,GRD CNTRL-42 ST,4567S,545,15166,2019-11-22 23:00:00,FRI,GRD CNTRL-42 ST__4567S,23,"(19, 24]",5.0,112.0
159411,GRD CNTRL-42 ST,4567S,290,7581,2019-11-16 03:00:00,SAT,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",,
159412,GRD CNTRL-42 ST,4567S,290,7606,2019-11-16 07:00:00,SAT,GRD CNTRL-42 ST__4567S,7,"(3, 7]",0.0,25.0
159413,GRD CNTRL-42 ST,4567S,301,7723,2019-11-16 11:00:00,SAT,GRD CNTRL-42 ST__4567S,11,"(7, 11]",11.0,117.0
159414,GRD CNTRL-42 ST,4567S,316,7937,2019-11-16 15:00:00,SAT,GRD CNTRL-42 ST__4567S,15,"(11, 15]",15.0,214.0
159415,GRD CNTRL-42 ST,4567S,328,8117,2019-11-16 19:00:00,SAT,GRD CNTRL-42 ST__4567S,19,"(15, 19]",12.0,180.0
159416,GRD CNTRL-42 ST,4567S,329,8227,2019-11-16 23:00:00,SAT,GRD CNTRL-42 ST__4567S,23,"(19, 24]",1.0,110.0
159417,GRD CNTRL-42 ST,4567S,330,8254,2019-11-17 03:00:00,SUN,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",1.0,27.0
159418,GRD CNTRL-42 ST,4567S,330,8274,2019-11-17 07:00:00,SUN,GRD CNTRL-42 ST__4567S,7,"(3, 7]",0.0,20.0
159419,GRD CNTRL-42 ST,4567S,331,8360,2019-11-17 11:00:00,SUN,GRD CNTRL-42 ST__4567S,11,"(7, 11]",1.0,86.0
159420,GRD CNTRL-42 ST,4567S,337,8535,2019-11-17 15:00:00,SUN,GRD CNTRL-42 ST__4567S,15,"(11, 15]",6.0,175.0
159421,GRD CNTRL-42 ST,4567S,341,8660,2019-11-17 19:00:00,SUN,GRD CNTRL-42 ST__4567S,19,"(15, 19]",4.0,125.0
159422,GRD CNTRL-42 ST,4567S,343,8728,2019-11-17 23:00:00,SUN,GRD CNTRL-42 ST__4567S,23,"(19, 24]",2.0,68.0
159423,GRD CNTRL-42 ST,4567S,343,8745,2019-11-18 03:00:00,MON,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",0.0,17.0
159424,GRD CNTRL-42 ST,4567S,343,8814,2019-11-18 07:00:00,MON,GRD CNTRL-42 ST__4567S,7,"(3, 7]",0.0,69.0
159425,GRD CNTRL-42 ST,4567S,366,9229,2019-11-18 11:00:00,MON,GRD CNTRL-42 ST__4567S,11,"(7, 11]",23.0,415.0
159426,GRD CNTRL-42 ST,4567S,370,9487,2019-11-18 15:00:00,MON,GRD CNTRL-42 ST__4567S,15,"(11, 15]",4.0,258.0
159427,GRD CNTRL-42 ST,4567S,375,9813,2019-11-18 19:00:00,MON,GRD CNTRL-42 ST__4567S,19,"(15, 19]",5.0,326.0
159428,GRD CNTRL-42 ST,4567S,378,9895,2019-11-18 23:00:00,MON,GRD CNTRL-42 ST__4567S,23,"(19, 24]",3.0,82.0
159429,GRD CNTRL-42 ST,4567S,379,9908,2019-11-19 03:00:00,TUE,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",1.0,13.0
159430,GRD CNTRL-42 ST,4567S,380,9989,2019-11-19 07:00:00,TUE,GRD CNTRL-42 ST__4567S,7,"(3, 7]",1.0,81.0
159431,GRD CNTRL-42 ST,4567S,394,10405,2019-11-19 11:00:00,TUE,GRD CNTRL-42 ST__4567S,11,"(7, 11]",14.0,416.0
159432,GRD CNTRL-42 ST,4567S,402,10686,2019-11-19 15:00:00,TUE,GRD CNTRL-42 ST__4567S,15,"(11, 15]",8.0,281.0
159433,GRD CNTRL-42 ST,4567S,415,11146,2019-11-19 19:00:00,TUE,GRD CNTRL-42 ST__4567S,19,"(15, 19]",13.0,460.0
159434,GRD CNTRL-42 ST,4567S,419,11279,2019-11-19 23:00:00,TUE,GRD CNTRL-42 ST__4567S,23,"(19, 24]",4.0,133.0
159435,GRD CNTRL-42 ST,4567S,419,11294,2019-11-20 03:00:00,WED,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",0.0,15.0
159436,GRD CNTRL-42 ST,4567S,420,11382,2019-11-20 07:00:00,WED,GRD CNTRL-42 ST__4567S,7,"(3, 7]",1.0,88.0
159437,GRD CNTRL-42 ST,4567S,426,11762,2019-11-20 11:00:00,WED,GRD CNTRL-42 ST__4567S,11,"(7, 11]",6.0,380.0
159438,GRD CNTRL-42 ST,4567S,433,12049,2019-11-20 15:00:00,WED,GRD CNTRL-42 ST__4567S,15,"(11, 15]",7.0,287.0
159439,GRD CNTRL-42 ST,4567S,442,12573,2019-11-20 19:00:00,WED,GRD CNTRL-42 ST__4567S,19,"(15, 19]",9.0,524.0
159440,GRD CNTRL-42 ST,4567S,448,12699,2019-11-20 23:00:00,WED,GRD CNTRL-42 ST__4567S,23,"(19, 24]",6.0,126.0
159441,GRD CNTRL-42 ST,4567S,448,12712,2019-11-21 03:00:00,THU,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",0.0,13.0
159442,GRD CNTRL-42 ST,4567S,448,12796,2019-11-21 07:00:00,THU,GRD CNTRL-42 ST__4567S,7,"(3, 7]",0.0,84.0
159443,GRD CNTRL-42 ST,4567S,462,13288,2019-11-21 11:00:00,THU,GRD CNTRL-42 ST__4567S,11,"(7, 11]",14.0,492.0
159444,GRD CNTRL-42 ST,4567S,468,13578,2019-11-21 15:00:00,THU,GRD CNTRL-42 ST__4567S,15,"(11, 15]",6.0,290.0
159445,GRD CNTRL-42 ST,4567S,481,14018,2019-11-21 19:00:00,THU,GRD CNTRL-42 ST__4567S,19,"(15, 19]",13.0,440.0
159446,GRD CNTRL-42 ST,4567S,482,14121,2019-11-21 23:00:00,THU,GRD CNTRL-42 ST__4567S,23,"(19, 24]",1.0,103.0
159447,GRD CNTRL-42 ST,4567S,483,14139,2019-11-22 03:00:00,FRI,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",1.0,18.0
159448,GRD CNTRL-42 ST,4567S,485,14214,2019-11-22 07:00:00,FRI,GRD CNTRL-42 ST__4567S,7,"(3, 7]",2.0,75.0
159449,GRD CNTRL-42 ST,4567S,494,14652,2019-11-22 11:00:00,FRI,GRD CNTRL-42 ST__4567S,11,"(7, 11]",9.0,438.0
159450,GRD CNTRL-42 ST,4567S,504,14958,2019-11-22 15:00:00,FRI,GRD CNTRL-42 ST__4567S,15,"(11, 15]",10.0,306.0
159451,GRD CNTRL-42 ST,4567S,532,15406,2019-11-22 19:00:00,FRI,GRD CNTRL-42 ST__4567S,19,"(15, 19]",28.0,448.0
159452,GRD CNTRL-42 ST,4567S,540,15560,2019-11-22 23:00:00,FRI,GRD CNTRL-42 ST__4567S,23,"(19, 24]",8.0,154.0
159453,GRD CNTRL-42 ST,4567S,202,1674,2019-11-16 03:00:00,SAT,GRD CNTRL-42 ST__4567S,3,"(-1, 3]",,
159454,GRD CNTRL-42 ST,4567S,202,1678,2019-11-16 07:00:00,SAT,GRD CNTRL-42 ST__4567S,7,"(3, 7]",0.0,4.0
159455,GRD CNTRL-42 ST,4567S,205,1703,2019-11-16 11:00:00,SAT,GRD CNTRL-42 ST__4567S,11,"(7, 11]",3.0,25.0
159456,GRD CNTRL-42 ST,4567S,216,1756,2019-11-16 15:00:00,SAT,GRD CNTRL-42 ST__4567S,15,"(11, 15]",11.0,53.0
159457,GRD CNTRL-42 ST,4567S,223,1810,2019-11-16 19:00:00,SAT,GRD CNTRL-42 ST__4567S,19,"(15, 19]",7.0,54.0
159458,GRD CNTRL-42 ST,4567S,223,1839,2019-11-16 23:00:00,SAT,GRD CNTRL-42 ST__4567S,23,"(19, 24]",0.0,29.0
